0;48,44680851;0;1;1;0,9125;0,875;0;0;1
0;61,38095238;0;0,2;0,8;0,46875;1;0;0;1
0;66,78571429;0;0,8;0,5;0,75625;0,975;0;0;1
0;128,047619;0;0,6;0,5;0,7125;1;0;0;1
0;84,19047619;0;0,8;0,85;0,8625;0,975;0;0;1
0;53,45238095;0;0,7;0,6;0,725;0,95;0;0;1
0;72,21428571;0;0,9;0,95;0,9625;0,9;0;0;1
0;78,5952381;0;0,7;0,45;0,78125;0,875;0;0;1
0;55,41489362;0;0,35;0,2;0,22;0,95;1;0;1
0;133,0714286;0;0,5;0,5;0,778571429;0,975;1;0;1
0;40,19047619;0;0,9;0,05;0,12375;0,9;1;0;1
0;181,5;0;0,7;0,9;0,775;1;1;0;1
0;201,1190476;0;0,4;0,65;0,3625;0,95;1;0;1
0;66,81914894;0;0,5;0,7;0,8125;1;1;1;1
0;101,4893617;0;0,9;0,7;0,78125;0,95;1;1;1
0;97,5212766;0;0,25;0,4;0,32;0,95;1;1;1
0;121,7142857;0;0,55;0,5;0,8125;0,9;1;1;1
0;68,4047619;0;0,5;0,4;0,321428571;1;1;1;1
0;33,11904762;0;0,6;0,9;0,6625;0,975;1;1;1
0;39,28571429;0;0,15;0,05;0,171428571;1;1;1;1
0;49,88679245;1;0,5;0,1;0,4375;0,975;1;0;1
0;47,87735849;1;0,69;0,49;0,2625;1;1;0;1
0;48,1;1;0,7;0,7;0,721428571;1;1;0;1
0;47,725;1;0,02;0,1;0;0,875;1;0;1
0;59,675;1;0,25;0;0,31125;1;1;0;1
0;95,6;1;0,1;1;0,70625;1;1;0;1
0;83,3;1;0,05;0,1;0;0,925;1;0;1
0;52;1;0,3;0,1;0,1125;1;1;1;1
0;40,46226415;1;0,35;0,3;0,228571429;0,9;1;1;1
0;58,30188679;1;0,3;0,5;0,16875;0,975;1;1;1
0;55,31132075;1;0,1;0,1;0,1125;0,925;1;1;1
0;81;1;0,5;0,5;0,25;0,975;1;1;1
0;84,6;1;0;0,5;0,0025;0,85;1;1;1
0;140,7;1;0,5;0,4;0,125;1;1;1;1
0;55,43209877;0;0,7;0,6;0,85625;1;0;0;2
0;84,50617284;0;0,7;0,9;0,775;1;1;0;2
0;65,9382716;0;0,3;0,4;0,45;1;1;0;2
0;24,79012346;0;0,6;0,9;0,6625;0,975;1;1;2
0;88,66666667;0;0,4;0,5;0,3125;0,975;1;1;2
0;46,88888889;0;0,15;0,05;0,171428571;1;1;1;2
0;59,88505747;1;0,05;0,1;0;0,925;1;0;2
0;145,3218391;1;0,02;0,3;0,05;0,925;1;1;2
0;136,8139535;0;0,9;0,8;0,95;0,875;0;0;3
0;61,53488372;0;0,3;0,4;0,45;1;1;0;3
0;16,8372093;0;0,6;0,9;0,6625;0,975;1;1;3
0;86,62637363;0;0,9;0,05;0,12375;0,9;1;0;4
0;103,5882353;0;0,6;0,5;0,5;1;1;0;4
0;51,11764706;0;0,9;0;0,26875;0,925;1;0;4
0;52,82352941;0;0,35;0,2;0,22;0,95;1;0;4
0;60,88235294;0;0,5;0,7;0,8125;1;1;1;4
0;77,29411765;0;0,25;0,3;0,20625;1;1;1;4
0;25,90526316;1;0,6;0,4;0,6;1;1;0;4
0;76,32631579;1;0,25;0;0,31125;1;1;0;4
0;93,30526316;1;0,1;1;0,70625;1;1;0;4
0;77,46428571;1;0,05;0,7;0,1875;1;1;0;4
0;64,89473684;1;0,25;0,1;0;0,85;1;1;4
0;106,7142857;1;0,3;0,5;0;1;1;1;4
0;89,64285714;1;0,35;0,3;0,228571429;0,9;1;1;4
0;50,71875;0;0,7;0,45;0,78125;0,875;0;0;5
0;71,22916667;0;0,9;0,8;0,95;0,875;0;0;5
0;104,6533333;0;0,9;0,95;0,9625;0,9;0;0;5
0;77,89333333;0;0,9;0,5;0,8375;1;0;0;5
0;72,0625;0;0,4;0,65;0,3625;0,95;1;0;5
